DTXSID,scaffold_split,random_split
DTXSID5044865,train,train
DTXSID5044867,train,test
DTXSID0044868,train,train
DTXSID5044869,test,train
DTXSID4044870,train,train
DTXSID9044871,train,val
DTXSID4044872,val,train
DTXSID9044873,train,train
DTXSID9044875,train,train
DTXSID4044876,test,train
DTXSID9044877,train,val
DTXSID4044878,train,test
DTXSID9044879,train,train
DTXSID8044880,train,val
DTXSID3044881,train,train
DTXSID8044882,train,train
DTXSID3044883,train,train
DTXSID8044884,train,train
DTXSID8044886,test,train
DTXSID3044887,val,train
DTXSID2044890,train,train
DTXSID2044892,train,train
DTXSID7044893,train,train
DTXSID7044895,train,train
DTXSID2044896,train,val
DTXSID7044897,train,train
DTXSID2044898,train,test
DTXSID7044899,train,train
DTXSID4044901,train,train
DTXSID4044903,train,train
DTXSID4044905,val,train
DTXSID9044908,test,train
DTXSID4044909,train,train
DTXSID3044910,train,test
DTXSID8044913,train,val
DTXSID3044914,train,train
DTXSID8044915,val,train
DTXSID3044916,train,test
DTXSID3044918,train,test
DTXSID8044919,train,test
DTXSID2044921,train,train
DTXSID7044922,train,train
DTXSID2044923,test,val
DTXSID2044925,val,train
DTXSID7044926,train,test
DTXSID2044927,train,train
DTXSID7044928,train,train
DTXSID2044929,train,train
DTXSID1044930,train,train
DTXSID6044931,train,train
DTXSID1044932,train,train
DTXSID6044933,train,train
DTXSID1044934,train,train
DTXSID1044936,train,train
DTXSID1044938,train,train
DTXSID6044939,train,train
DTXSID5044940,val,train
DTXSID0044941,train,train
DTXSID0044945,train,test
DTXSID0044947,train,train
DTXSID5044948,train,train
DTXSID0044949,train,train
DTXSID9044950,train,train
DTXSID4044953,train,train
DTXSID3044960,train,train
DTXSID8044961,test,train
DTXSID3044962,train,train
DTXSID8044963,train,train
DTXSID3044966,train,train
DTXSID8044967,train,val
DTXSID2044971,test,test
DTXSID7044972,train,train
DTXSID2044973,train,train
DTXSID7044974,train,train
DTXSID2044975,train,train
DTXSID7044976,train,train
DTXSID2044979,train,test
DTXSID1044980,train,train
DTXSID6044981,train,train
DTXSID1044982,val,val
DTXSID6044983,train,test
DTXSID6044985,train,train
DTXSID1044986,train,val
DTXSID6044989,train,train
DTXSID5044990,train,train
DTXSID5044992,train,train
DTXSID0044993,train,train
DTXSID5044994,train,train
DTXSID0044995,train,train
DTXSID5044996,train,val
DTXSID0044997,train,train
DTXSID5044998,test,train
DTXSID0044999,train,test
DTXSID4045002,train,train
DTXSID9045003,train,val
DTXSID9045005,train,train
DTXSID9045007,train,train
DTXSID2045072,train,train
DTXSID2045076,train,train
DTXSID2045078,train,train
DTXSID6045082,train,train
DTXSID1045083,val,train
DTXSID6045084,train,train
DTXSID1045085,train,train
DTXSID6045086,train,val
DTXSID6045088,train,train
DTXSID1045089,train,test
DTXSID0045090,test,train
DTXSID5045091,train,train
DTXSID5045093,train,train
DTXSID2045101,train,test
DTXSID2045103,train,train
DTXSID2045105,test,train
DTXSID7045106,train,test
DTXSID2045107,train,test
DTXSID7045108,val,train
DTXSID2045109,val,test
DTXSID1045110,train,train
DTXSID1045112,test,train
DTXSID1045114,train,train
DTXSID6045115,train,train
DTXSID1045116,val,train
DTXSID6045117,test,val
DTXSID1045118,val,val
DTXSID6045119,test,val
DTXSID5045120,train,train
DTXSID5045122,train,train
DTXSID5045124,train,train
DTXSID0045125,train,train
DTXSID0045127,train,train
DTXSID5045128,test,val
DTXSID4045131,test,train
DTXSID9045132,val,test
DTXSID4045133,test,train
DTXSID9045136,test,test
DTXSID9045138,train,train
DTXSID4045139,train,train
DTXSID3045140,val,train
DTXSID8045141,train,train
DTXSID3045144,val,test
DTXSID8045145,val,train
DTXSID8045147,test,train
DTXSID8045149,test,train
DTXSID7045150,test,train
DTXSID2045151,train,test
DTXSID7045152,test,train
DTXSID2045153,test,train
DTXSID2045157,train,train
DTXSID7045158,val,test
DTXSID1045160,test,train
DTXSID6045161,val,val
DTXSID1045162,test,train
DTXSID6045163,val,train
DTXSID1045164,test,val
DTXSID6045165,train,test
DTXSID1045166,train,train
DTXSID6045167,val,val
DTXSID1045168,test,train
DTXSID6045169,train,train
DTXSID5045170,val,train
DTXSID0045171,val,val
DTXSID0045173,train,train
DTXSID5045174,train,train
DTXSID0045175,train,test
DTXSID5045176,val,train
DTXSID0045179,train,train
DTXSID9045180,train,train
DTXSID4045181,val,train
DTXSID9045182,val,train
DTXSID4045183,test,test
DTXSID9045184,train,test
DTXSID9045186,train,train
DTXSID4045187,train,train
DTXSID9045188,val,val
DTXSID4045189,train,val
DTXSID3045190,val,train
DTXSID8045191,train,train
DTXSID3045192,train,train
DTXSID8045193,val,train
DTXSID3045194,val,train
DTXSID8045195,val,train
DTXSID3045196,test,val
DTXSID3045198,test,train
DTXSID5045201,test,train
DTXSID0045202,train,train
DTXSID5045203,val,train
DTXSID0045204,val,train
DTXSID5045205,val,train
DTXSID0045206,test,val
DTXSID0045208,val,train
DTXSID5045209,test,train
DTXSID4045210,train,train
DTXSID9045215,train,train
DTXSID4045216,train,val
DTXSID9045217,val,test
DTXSID8045220,test,train
DTXSID3045221,test,val
DTXSID8045222,val,train
DTXSID3045223,train,train
DTXSID8045224,test,val
DTXSID3045225,train,test
DTXSID8045226,val,val
DTXSID3045227,val,test
DTXSID8045228,train,train
DTXSID3045229,train,train
DTXSID2045232,train,train
DTXSID2045236,val,train
DTXSID2045238,train,train
DTXSID6045240,test,train
DTXSID6045244,test,train
DTXSID1045245,test,train
DTXSID6045248,train,test
DTXSID0045250,test,train
DTXSID0045252,train,train
DTXSID0045254,train,train
DTXSID4045262,val,train
DTXSID9045265,train,train
DTXSID9045267,test,train
DTXSID3045271,train,train
DTXSID2045280,val,train
DTXSID7045281,train,train
DTXSID7045287,val,train
DTXSID1045291,train,train
DTXSID6045292,val,val
DTXSID1045293,train,train
DTXSID6045296,train,train
DTXSID1045297,test,train
DTXSID3045300,train,train
DTXSID8045305,train,train
DTXSID3045306,train,train
DTXSID8045307,train,val
DTXSID7045310,val,train
DTXSID7045312,test,train
DTXSID2045315,train,train
DTXSID7045316,val,train
DTXSID7045318,val,train
DTXSID1045320,train,train
DTXSID6045321,test,train
DTXSID1045322,train,train
DTXSID6045323,train,train
DTXSID1045324,val,test
DTXSID6045325,train,val
DTXSID1045326,val,train
DTXSID1045328,train,val
DTXSID5045330,val,train
DTXSID5045332,train,val
DTXSID4045341,train,val
DTXSID9045342,test,train
DTXSID4045343,train,train
DTXSID9045344,train,train
DTXSID4045345,train,train
DTXSID9045346,val,test
DTXSID4045347,train,test
DTXSID9045348,train,val
DTXSID3045350,train,train
DTXSID8045351,train,train
DTXSID3045356,train,val
DTXSID8045357,val,train
DTXSID8045359,val,test
DTXSID7045360,train,train
DTXSID2045361,test,train
DTXSID7045364,val,test
DTXSID2045365,train,test
DTXSID7045366,test,train
DTXSID2045367,test,train
DTXSID7045368,train,train
DTXSID1045370,train,train
DTXSID6045371,train,train
DTXSID1045372,val,val
DTXSID6045373,val,val
DTXSID6045375,val,test
DTXSID1045376,train,val
DTXSID6045377,test,train
DTXSID5045380,test,val
DTXSID5045382,val,val
DTXSID0045383,train,test
DTXSID0045385,train,train
DTXSID5045386,train,val
DTXSID5045388,val,train
DTXSID0045389,train,train
DTXSID9045390,test,train
DTXSID4045391,train,val
DTXSID9045392,val,val
DTXSID4045393,train,train
DTXSID9045394,train,train
DTXSID9045398,val,val
DTXSID4045399,train,train
DTXSID6045400,train,train
DTXSID6045402,test,train
DTXSID1045405,train,train
DTXSID1045407,val,test
DTXSID6045408,test,train
DTXSID1045409,train,train
DTXSID0045410,train,train
DTXSID0045412,train,train
DTXSID5045413,test,test
DTXSID0045416,test,train
DTXSID5045417,test,train
DTXSID5045419,train,test
DTXSID4045420,train,train
DTXSID4045422,val,test
DTXSID4045424,test,train
DTXSID9045425,val,train
DTXSID4045428,train,train
DTXSID9045429,test,train
DTXSID8045432,val,train
DTXSID3045433,test,val
DTXSID8045434,train,train
DTXSID3045435,test,train
DTXSID3045437,train,test
DTXSID8045438,train,train
DTXSID3045439,test,train
DTXSID2045440,test,test
DTXSID7045441,val,test
DTXSID2045442,val,train
DTXSID7045443,val,train
DTXSID2045444,train,train
DTXSID7045447,train,val
DTXSID2045448,train,train
DTXSID6045452,val,test
DTXSID1045453,val,val
DTXSID1045459,train,test
DTXSID0045460,train,train
DTXSID5045461,train,train
DTXSID0045462,test,train
DTXSID5045463,val,train
DTXSID0045464,train,train
DTXSID5045465,test,train
DTXSID0045466,train,test
DTXSID5045467,train,test
DTXSID0045468,test,train
DTXSID5045469,train,val
DTXSID4045472,train,train
DTXSID4045474,train,train
DTXSID4045476,val,val
DTXSID4045478,val,train
DTXSID9045479,val,test
DTXSID8045480,val,train
DTXSID8045484,val,train
DTXSID3045485,val,train
DTXSID8045486,val,test
DTXSID8045488,train,val
DTXSID2045490,test,train
DTXSID2045492,train,train
DTXSID7045493,test,val
DTXSID2045494,train,train
DTXSID2045496,val,train
DTXSID7045497,val,test
DTXSID2045498,test,test
DTXSID9045500,train,train
DTXSID9045502,train,train
DTXSID9045506,train,test
DTXSID9045508,test,train
DTXSID8045511,train,val
DTXSID8045513,test,train
DTXSID3045514,test,train
DTXSID8045515,train,train
DTXSID8045519,val,val
DTXSID2045521,train,train
DTXSID7045522,train,train
DTXSID2045523,val,train
DTXSID7045526,val,train
DTXSID2045527,train,train
DTXSID2045529,test,test
DTXSID1045530,test,train
DTXSID6045531,test,train
DTXSID6045533,test,train
DTXSID1045534,train,train
DTXSID6045535,train,test
DTXSID1045536,train,train
DTXSID6045537,val,test
DTXSID1045538,test,val
DTXSID6045539,val,test
DTXSID5045540,train,train
DTXSID5045542,test,train
DTXSID5045544,test,train
DTXSID0045545,train,train
DTXSID5045546,train,train
DTXSID0045547,test,val
DTXSID9045550,val,train
DTXSID4045551,train,test
DTXSID9045552,test,train
DTXSID4045555,train,train
DTXSID9045556,test,train
DTXSID4045557,val,test
DTXSID9045558,train,train
DTXSID3045560,train,train
DTXSID8045561,test,train
DTXSID3045562,val,train
DTXSID8045563,train,test
DTXSID8045565,train,test
DTXSID3045566,val,train
DTXSID8045567,train,train
DTXSID3045568,val,train
DTXSID8045569,train,train
DTXSID7045570,test,train
DTXSID2045571,train,val
DTXSID7045572,val,train
DTXSID2045573,val,train
DTXSID7045574,test,train
DTXSID2045575,val,train
DTXSID7045578,train,train
DTXSID2045579,train,train
DTXSID1045580,train,val
DTXSID6045581,val,train
DTXSID6045583,test,train
DTXSID1045584,train,train
DTXSID6045585,test,train
DTXSID1045586,train,val
DTXSID6045587,train,train
DTXSID1045588,train,train
DTXSID5045590,val,val
DTXSID0045591,train,train
DTXSID5045594,val,test
DTXSID0045595,val,train
DTXSID5045596,test,val
DTXSID0045597,test,train
DTXSID5045598,test,train
DTXSID0045599,test,val
DTXSID2045600,train,train
DTXSID7045601,train,train
DTXSID2045602,train,train
DTXSID7045603,test,train
DTXSID7045605,val,train
DTXSID2045606,val,train
DTXSID7045607,val,train
DTXSID6045614,val,test
DTXSID1045615,test,test
DTXSID6045616,val,test
DTXSID6045618,train,train
DTXSID1045619,train,train
DTXSID5045623,test,val
DTXSID0045624,train,test
DTXSID5045625,train,train
DTXSID0045626,train,train
DTXSID4045630,train,val
DTXSID9045631,test,test
DTXSID4045632,train,train
DTXSID9045633,train,train
DTXSID9045635,test,val
DTXSID4045636,train,train
DTXSID9045637,test,train
DTXSID4045638,train,train
DTXSID9045639,test,train
DTXSID8045640,train,train
DTXSID8045642,train,train
DTXSID3045645,val,train
DTXSID8045646,train,val
DTXSID3045647,train,test
DTXSID8045648,train,train
DTXSID3045649,train,val
DTXSID2045650,train,train
DTXSID7045651,test,train
DTXSID2045652,train,train
DTXSID7045653,val,train
DTXSID2045654,train,train
DTXSID7045655,train,train
DTXSID2045656,train,train
DTXSID2045658,test,train
DTXSID7045659,test,train
DTXSID6045660,test,train
DTXSID1045661,train,val
DTXSID6045662,train,val
DTXSID1045663,train,val
DTXSID1045665,test,train
DTXSID6045666,train,train
DTXSID6045668,train,train
DTXSID1045669,train,train
DTXSID0045670,train,train
DTXSID5045671,val,train
DTXSID5045673,val,train
DTXSID0045674,val,train
DTXSID5045675,train,train
DTXSID0045676,val,val
DTXSID5045677,test,train
DTXSID0045678,test,val
DTXSID4045680,test,train
DTXSID4045682,train,val
DTXSID9045683,train,train
DTXSID9045685,val,train
DTXSID4045686,val,train
DTXSID9045687,train,train
DTXSID4045688,test,train
DTXSID9045689,val,train
DTXSID8045690,test,train
DTXSID3045691,test,val
DTXSID8045692,train,train
DTXSID3045693,train,train
DTXSID8045694,train,train
DTXSID3045695,train,train
DTXSID8045696,train,train
DTXSID3045697,train,train
DTXSID8045698,test,train
DTXSID3045699,train,val
DTXSID5045700,test,train
DTXSID0045701,test,train
DTXSID5045702,train,train
DTXSID0045703,val,val
DTXSID5045704,train,train
DTXSID0045705,test,train
DTXSID5045706,train,val
DTXSID0045707,train,test
DTXSID5045708,train,val
DTXSID0045709,test,train
DTXSID9045710,train,train
DTXSID4045711,val,train
DTXSID1045740,train,train
DTXSID6045741,train,train
DTXSID1045742,val,train
DTXSID6045743,val,train
DTXSID1045744,train,train
DTXSID6045745,val,train
DTXSID1045746,test,train
DTXSID1045748,train,train
DTXSID6045749,train,train
DTXSID5045752,val,train
DTXSID0045755,train,train
DTXSID5045756,val,train
DTXSID0045757,test,train
DTXSID5045758,val,val
DTXSID0045759,train,val
DTXSID9045762,test,train
DTXSID4045763,train,val
DTXSID9045764,train,val
DTXSID4045765,train,train
DTXSID9045766,train,train
DTXSID4045767,val,train
DTXSID9045768,train,train
DTXSID4045769,train,train
DTXSID3045770,test,train
DTXSID8045771,train,train
DTXSID3045772,train,train
DTXSID8045773,train,train
DTXSID3045774,train,val
DTXSID8045775,test,train
DTXSID3045776,train,train
DTXSID8045777,val,train
DTXSID3045778,train,train
DTXSID7045780,train,train
DTXSID2045781,train,train
DTXSID7045782,train,test
DTXSID2045783,train,train
DTXSID2045785,test,train
DTXSID7045786,train,train
DTXSID2045787,train,train
DTXSID7045788,val,train
DTXSID2045789,train,train
DTXSID6045791,train,train
DTXSID1045792,train,train
DTXSID1045794,train,val
DTXSID6045795,val,val
DTXSID1045796,val,train
DTXSID8045800,train,train
DTXSID8045802,test,train
DTXSID3045803,val,train
DTXSID8045804,train,train
DTXSID3045805,train,train
DTXSID8045806,test,train
DTXSID3045807,train,train
DTXSID3045809,train,train
DTXSID2045810,train,train
DTXSID7045811,test,train
DTXSID7045813,val,train
DTXSID2045814,test,train
DTXSID7045815,val,train
DTXSID6045820,train,train
DTXSID6045824,train,train
DTXSID1045825,train,train
DTXSID6045828,test,train
DTXSID0045830,val,train
DTXSID5045831,test,train
DTXSID0045832,train,train
DTXSID5045833,val,test
DTXSID5045835,val,train
DTXSID0045836,train,train
DTXSID0045838,train,train
DTXSID9045843,train,train
DTXSID9045845,train,test
DTXSID9045847,train,train
DTXSID9045849,train,test
DTXSID8045850,train,train
DTXSID3045851,train,train
DTXSID8045852,train,train
DTXSID8045854,test,train
DTXSID3045855,train,train
DTXSID8045856,test,train
DTXSID3045857,train,train
DTXSID3045859,train,train
DTXSID2045860,test,test
DTXSID7045861,test,val
DTXSID2045862,train,train
DTXSID7045863,val,train
DTXSID2045864,test,test
DTXSID7045865,train,test
DTXSID7045867,train,train
DTXSID2045868,train,val
DTXSID6045870,train,train
DTXSID1045871,train,test
DTXSID6045872,train,test
DTXSID1045873,train,train
DTXSID6045874,test,val
DTXSID1045877,train,val
DTXSID6045878,test,train
DTXSID1045879,train,test
DTXSID0045880,train,val
DTXSID5045881,train,train
DTXSID5045883,train,train
DTXSID5045885,test,train
DTXSID0045886,val,train
DTXSID5045887,val,train
DTXSID0045888,val,train
DTXSID5045889,train,train
DTXSID4045890,train,train
DTXSID9045891,train,train
DTXSID4045892,val,val
DTXSID9045895,test,test
DTXSID4045896,train,val
DTXSID9045897,val,train
DTXSID4045898,train,train
DTXSID9045899,train,test
DTXSID6045901,train,train
DTXSID1045902,val,val
DTXSID6045903,val,train
DTXSID1045904,train,train
DTXSID6045905,test,test
DTXSID1045906,val,val
DTXSID6045907,train,test
DTXSID6045909,val,train
DTXSID5045910,train,train
DTXSID5045914,train,val
DTXSID5045916,val,train
DTXSID4045921,test,train
DTXSID9045922,test,train
DTXSID9045924,test,train
DTXSID4045925,val,test
DTXSID4045927,test,val
DTXSID9045928,test,train
DTXSID4045929,train,train
DTXSID3045930,val,train
DTXSID8045933,test,train
DTXSID3045934,train,val
DTXSID8045935,train,train
DTXSID8045937,test,train
DTXSID3045938,val,test
DTXSID8045939,train,test
DTXSID7045940,train,train
DTXSID2045941,val,train
DTXSID7045942,train,train
DTXSID2045943,test,val
DTXSID7045944,val,val
DTXSID2045945,val,train
DTXSID7045946,train,train
DTXSID7045948,test,train
DTXSID1045950,train,train
DTXSID6045951,val,train
DTXSID1045952,val,train
DTXSID6045953,val,train
DTXSID1045954,train,train
DTXSID6045955,train,train
DTXSID1045956,val,train
DTXSID6045957,val,train
DTXSID1045958,val,val
DTXSID6045959,test,val
DTXSID5045960,train,train
DTXSID0045961,train,train
DTXSID5045962,val,train
DTXSID0045963,train,test
DTXSID5045964,train,train
DTXSID0045965,train,train
DTXSID0045967,val,val
DTXSID9045972,train,val
DTXSID4045973,train,val
DTXSID4045975,train,test
DTXSID9045976,train,val
DTXSID9045978,val,test
DTXSID3045980,test,test
DTXSID8045983,test,train
DTXSID8045985,test,val
DTXSID8045987,val,train
DTXSID3045988,test,val
DTXSID8045989,train,train
DTXSID7045992,train,train
DTXSID2045993,train,train
DTXSID7045996,val,train
DTXSID7045998,val,train
DTXSID6046000,val,train
DTXSID1046003,test,train
DTXSID1046007,train,train
DTXSID6046008,val,train
DTXSID1046009,val,train
DTXSID0046010,test,train
DTXSID5046011,test,train
DTXSID0046012,test,train
DTXSID5046013,train,test
DTXSID5046015,val,train
DTXSID5046017,train,train
DTXSID5046019,test,train
DTXSID4046020,train,test
DTXSID4046022,val,train
DTXSID9046023,val,val
DTXSID4046024,val,val
DTXSID9046029,test,train
DTXSID8046030,val,train
DTXSID8046034,val,test
DTXSID8046036,train,val
DTXSID8046038,val,train
DTXSID7046041,train,train
DTXSID2046042,train,train
DTXSID7046045,train,val
DTXSID7046047,train,val
DTXSID1046051,train,test
DTXSID6046054,train,train
DTXSID1046055,train,train
DTXSID1046059,train,val
DTXSID0046060,train,train
DTXSID5046061,val,train
DTXSID0046062,test,train
DTXSID5046063,train,train
DTXSID0046064,train,train
DTXSID0046066,train,train
DTXSID5046067,train,train
